Gene Name,UniProt ID
MN1,Q10571
MNAT1,P51948
MND1,Q9BWT6
MNF1,Q9BRT2
MNT,Q99583
MO25,Q9Y376
MOAP1,Q96BY2
MOB1A,Q9H8S9
MOB1B,Q7L9L4
MOB3A,Q96BX8
MOB3C,Q70IA8
MOBKL3,Q9Y3A3
MOCS3,O95396
MOGAT3,Q86VF5
MOGS,Q13724
MON1B,Q7L1V2
MON2,Q7Z3U7
MOP,Q9UHM6
MORC1,Q86VD1
MORF4L1,Q9UBU8
MORG1,Q9BRX9
MORN1,Q5T089
MORN4,Q8NDC4
MORN5,Q5VZ52
MOS,P00540
MOSMO,Q8NHV5
MOSPD1,Q9UJG1
MOSPD3,O75425
MOXD2P,A6NHM9
MPC1L,P0DKB6
MPHOSPH8,Q99549
MPND,Q8N594
MPP3,Q13368
MPP4,Q96JB8
MPP5,Q8N3R9
MPPE1,Q53F39
MPPED1,O15442
MPTX1,A8MV57
MPV17L,Q2QL34
MPZL2,O60487
MPZL3,Q6UWV2
MRAS,O14807
MRE11A,P49959
MREG,Q8N565
MRFAP1,Q9Y605
MRFAP1L1,Q96HT8
MRGBP,Q9NV56
MRGPRF,Q96AM1
MRLC2,O14950
MRLN,P0DMT0
MRNIP,Q6NTE8
MRO,Q9BYG7
MROH1,Q8NDA8
MROH2A,A6NES4
MROH2B,Q7Z745
MROH5,Q6ZUA9
MROH6,A6NGR9
MROH7,Q68CQ1
MROH8,Q9H579
MROH9,Q5TGP6
MRPL1,Q9BYD6
MRPL11,Q9Y3B7
MRPL16,Q9NX20
MRPL17,Q9NRX2
MRPL18,Q9H0U6
MRPL19,P49406
MRPL20,Q9BYC9
MRPL21,Q7Z2W9
MRPL33,O75394
MRPL35,Q9NZE8
MRPL38,Q96DV4
MRPL39,Q9NYK5
MRPL40,Q9NQ50
MRPL42,Q9Y6G3
MRPL43,Q8N983
MRPL44,Q9H9J2
MRPL46,Q9H2W6
MRPL47,Q9HD33
MRPL49,Q13405
MRPL50,Q8N5N7
MRPL51,Q4U2R6
MRPL52,Q86TS9
MRPL53,Q96EL3
MRPL54,Q6P161
MRPL55,Q7Z7F7
MRPS10,P82664
MRPS11,P82912
MRPS17,Q9Y2R5
MRPS18A,Q9NVS2
MRPS18C,Q9Y3D5
MRPS21,P82921
MRPS30,Q9NP92
MRPS31,Q92665
MRPS33,Q9Y291
MRPS34,P82930
MRPS36,P82909
MRPS6,P82932
MRS2,Q9HD23
MRTO4,Q9UKD2
MRVI1,Q9Y6F6
MS4A10,Q96PG2
MS4A12,Q9NXJ0
MS4A14,Q96JA4
MS4A15,Q8N5U1
MS4A18,Q3C1V0
MS4A4A,Q96JQ5
MS4A4E,Q96PG1
MS4A5,Q9H3V2
MS4A6E,Q96DS6
MS4A7,Q9GZW8
MS4A8,Q9BY19
MSANTD1,Q6ZTZ1
MSANTD2,Q6P1R3
MSANTD3,Q96H12
MSANTD4,Q8NCY6
MSANTD5,A0A3B3IT52
MSANTD7,A0A1W2PQ72
MSGN1,A6NI15
MSL1,Q68DK7
MSL3,Q8N5Y2
MSL3L2,P0C860
MSLNL,Q96KJ4
MSS51,Q4VC12
MST1L,Q2TV78
MT1B,P07438
MT1DP,A1L3X4
MT1E,P04732
MT1H,P80294
MT1HL1,P0DM35
MT1L,Q93083
MT2,P02795
MT4,P47944
MTARC2,Q969Z3
MTBP,Q96DY7
MTCH1,Q9NZJ7
MTCL2,O94964
MTERF2,Q49AM1
MTERF3,Q96E29
MTERF4,Q7Z6M4
MTF2,Q9Y483
MTFMT,Q96DP5
MTFP1,Q9UDX5
MTFR1,Q15390
MTFR1L,Q9H019
MTFR2,Q6P444
MTG1,Q9BT17
MTG2,Q9H4K7
MTHFD2L,Q9H903
MTHFS,P49914
MTHFSD,Q2M296
MTIF3,Q9H2K0
MTMR1,Q13613
MTMR10,Q9NXD2
MTMR11,A4FU01
MTMR14,Q8NCE2
MTMR4,Q9NYA4
MTMR7,Q9Y216
MTMR9,Q96QG7
MTNAP1,Q9BSJ5
MTRES1,Q9P0P8
MTREX,P42285
MTRNR2L1,P0CJ68
MTRNR2L10,P0CJ77
MTRNR2L12,P0DMP1
MTRNR2L3,P0CJ70
MTRNR2L6,P0CJ73
MTRNR2L8,P0CJ75
MTSS1L,Q765P7
MTSS2,Q765P7
MTX1,Q13505
MTX2,O75431
MTX3,Q5HYI7
MUC15,Q8N387
MUC19,Q7Z5P9
MUC20,Q8N307
MUC21,Q5SSG8
MUC22,E2RYF6
MUCL1,Q96DR8
MUM1L1,Q5H9M0
MURC,Q5BKX8
MUSTN1,Q8IVN3
MUT,P22033
MUTED,Q8TDH9
MVB12A,Q96EY5
MVD,P53602
MXD1,Q05195
MXD4,Q14582
MYADML2,A6NDP7
MYBL1,P10243
MYBPC2,Q14324
MYBPHL,A2RUH7
MYCBP,Q99417
MYCLP1,P12525
MYCNOS,P40205
MYEOV2,Q8WXC6
MYF6,P23409
MYH13,Q9UKX3
MYH15,Q9Y2K3
MYH16,Q9H6N6
MYH3,P11055
MYH4,Q9Y623
MYH7B,A7E2Y1
MYH8,P13535
MYL10,Q9BUA6
MYL11,Q96A32
MYL12A,P19105
MYL4,P12829
MYL5,Q02045
MYL7,Q01449
MYLK2,Q9H1R3
MYLK4,Q86YV6
MYMK,A6NI61
MYMX,A0A1B0GTQ4
MYNN,Q9NPC7
MYO15B,Q96JP2
MYO19,Q96H55
MYO6,Q9UM54
MYO7B,Q6PIF6
MYO9A,B2RTY4
MYOCOS,A0A1B0GUC4
MYOD1,P15172
MYOM1,P52179
MYOZ1,Q9NP98
MYOZ3,Q8TDC0
MYPN,Q86TC9
MYPOP,Q86VE0
MYRFL,Q96LU7
MYST2,O95251
MZT1,Q08AG7
MZT2A,Q6P582
MZT2B,Q6NZ67
N4BP1,O75113
N4BP2,Q86UW6
N4BP2L1,Q5TBK1
N4BP3,O15049
N6AMT1,Q9Y5N5
N6AMT2,Q8WVE0
NAA16,Q6N069
NAA20,P61599
NAA25,Q14CX7
NAA35,Q5VZE5
NAA38,Q9BRA0
NAA40,Q86UY6
NAA60,Q9H7X0
NAA80,Q93015
NAALAD2,Q9Y3Q0
NAALADL1,Q9UQQ1
NABP2,Q9BQ15
NACA2,Q9H009
NACA4P,Q9BZK3
NACAD,O15069
NADK,O95544
NADSYN1,Q6IA69
NAE1,Q13564
NAGPA,Q9UK23
NALF2,O75949
NANOGNB,Q7Z5D8
NANOGP1,Q8N7R0
NANOS1,Q8WY41
NANOS3,P60323
NANS,Q9NR45
NAP1L2,Q9ULW6
NAP1L4,Q99733
NAP1L5,Q96NT1
NAP1L6P,A6NFF2
NARFL,Q9H6Q4
NAT14,Q8WUY8
NAT8B,Q9UHF3
NAT8L,Q8N9F0
NATD1,Q8N6N6
NBDY,A0A0U1RRE5
NBEAP1,P0C6P0
NBL1,P41271
NBPF1,Q3BBV0
NBPF10,Q6P3W6
NBPF11,Q86T75
NBPF12,Q5TAG4
NBPF14,Q5TI25
NBPF19,A0A087WUL8
NBPF20,P0DPF2
NBPF26,B4DH59
NBPF4,Q96M43
NBPF6,Q5VWK0
NBPF7P,P0C2Y1
NBPF8,Q3BBV2
NBPF9,P0DPF3
NCALD,P61601
NCAM,P13591
NCAM2,O15394
NCAPH,Q15003
NCBP2AS2,Q69YL0
NCBP2L,A6PVI3
NCBP3,Q53F19
NCF1B,A6NI72
NCF1C,A8MVU1
NCKAP5,O14513
NCLN,Q969V3
NCMAP,Q5T1S8
NCOA7,Q8NI08
NCOR1P1,Q9H4R4
ND1,P03886
ND2,P03891
ND3,P03897
ND4,P03905
ND4L,P03901
ND5,P03915
ND6,P03923
NDC80,O14777
NDNL2,Q96MG7
NDRG1,Q92597
NDRG3,Q9UGV2
NDRG4,Q9ULP0
NDUFA11,Q86Y39
NDUFA12,Q9UI09
NDUFA3,O95167
NDUFA4L2,Q9NRX3
NDUFA5,Q16718
NDUFA7,O95182
NDUFAB1,O14561
NDUFAF1,Q9Y375
NDUFAF2,Q8N183
NDUFAF3,Q9BU61
NDUFAF8,A1L188
NDUFB10,O96000
NDUFB3,O43676
NDUFB5,O43674
NDUFB6,O95139
NDUFB7,P17568
NDUFB9,Q9Y6M9
NDUFC2-KCTD14,E9PQ53
NDUFV1,P49821
NDUFV3,P56181
NEBL,O76041
NECAB1,Q8N987
NECAB2,Q7Z6G3
NECAB3,Q96P71
NECTIN3-AS1,Q1RN00
NEDD1,Q8NHV4
NEFM,P07197
NEIL3,Q8TAT5
NEK11,Q8NG66
NEK5,Q6P3R8
NEK6,Q9HC98
NEK9,Q8TD19
NELFB,Q8WX92
NEMF,O60524
NEMP1,O14524
NENF,Q9UMX5
NEPRO,Q6NW34
NETO2,Q8NC67
NEU2,Q9Y3R4
NEU4,Q8WWR8
NEURL1,O76050
NEURL1B,A8MQ27
NEURL2,Q9BR09
NEUROD1,Q13562
NEUROD2,Q15784
NEUROD6,Q96NK8
NEUROG2,Q9H2A3
NFATC2IP,Q8NCF5
NFE4,Q86UQ8
NFRKB,Q6P4R8
NFU1,Q9UMS0
NFYC,Q13952
NGB,Q9NPG2
NGFB,P01138
NHEJ1,Q9H9Q4
NHERF4,Q86UT5
NHLH1,Q02575
NHLH2,Q02577
NHLRC2,Q8NBF2
NHLRC3,Q5JS37
NHLRC4,P0CG21
NHP2,Q9NX24
NHSL2,Q5HYW2
NHSL3,Q9P206
NIBAN3,Q86XR2
NICN1,Q9BSH3
NICOL1,Q5BLP8
NIF3L1,Q9GZT8
NIM1K,Q8IY84
NINL,Q9Y2I6
NIP7,Q9Y221
NIPA2,Q8N8Q9
NIPBL,Q6KC79
NIPSNAP3A,Q9UFN0
NIT1,Q86X76
NIT2,Q9NQR4
NK4,P24001
NKAIN1,Q4KMZ8
NKAIN3,Q8N8D7
NKAIN4,Q8IVV8
NKAP,Q8N5F7
NKAPD1,Q6ZUT1
NKAPL,Q5M9Q1
NKAPP1,Q8N9T2
NKD1,Q969G9
NKD2,Q969F2
NKIRAS1,Q9NYS0
NKPD1,Q17RQ9
NKTR,P30414
NKX1-1,Q15270
NKX1-2,Q9UD57
NKX2.5,P52952
NKX2-6,A6NCS4
NKX6-1,P78426
NKX6-2,Q9C056
NKX6-3,A6NJ46
NLE1,Q9NVX2
NLF2,A6NLJ0
NLGN2,Q8NFZ4
NLGN4Y,Q8NFZ3
NLN,Q9BYT8
NMA,Q13145
NMBR,P28336
NMD3,Q96D46
NME2P1,O60361
NME6,O75414
NME9,Q86XW9
NMES1,Q9C002
NMNAT3,Q96T66
NMRK1,Q9NWW6
NMRK2,Q9NPI5
NMS,Q5H8A3
NMT1,P30419
NMT2,O60551
NOA1,Q8NC60
NOB1,Q9ULX3
NOBOX,O60393
NOC2L,Q9Y3T9
NOL1,P46087
NOL3,O60936
NOL4,O94818
NOL5,Q9Y2X3
NOLA2,Q9NX24
NOLA3,Q9NPE3
NOM1,Q5C9Z4
NOMO1,Q15155
NOMO2,Q5JPE7
NOP14,P78316
NOP2,P46087
NOP56,O00567
NOP9,Q86U38
NOPCHAP1,Q8N5I9
NOS2A,P35228
NOTCH2NLA,Q7Z3S9
NOTO,A8MTQ0
NOTUM,Q6P988
NOX2,P04839
NOXA1,Q86UR1
NOXRED1,Q6NXP6
NP,P00491
NPAP1,Q9NZP6
NPAS1,Q99742
NPAS2,Q99743
NPAT,Q14207
NPB,Q8NG41
NPBWR1,P48145
NPBWR2,P48146
NPDC1,Q9NQX5
NPEPL1,Q8NDH3
NPIPA1,Q9UND3
NPIPA3,F8WFD2
NPIPA7,E9PJI5
NPIPA8,P0DM63
NPIPA9,A0A0B4J1W7
NPIPB12,F8W0I5
NPIPB13,A6NJU9
NPIPB15,A6NHN6
NPIPB2,A6NJ64
NPIPB3,Q92617
NPIPB4,C9JG80
NPIPB5,A8MRT5
NPIPB6,E9PJ23
NPIPB7,O75200
NPIPB8,E9PQR5
NPIPB9,F8W1W9
NPM,P06748
NPM3,O75607
NPRL2,Q8WTW4
NPRL3,Q12980
NPTXR,O95502
NPW,Q8N729
NPY4R,P50391
NPY4R2,P0DQD5
NPY6R,Q99463
NR2C1,P13056
NRAP,Q86VF7
NRARP,Q7Z6K4
NRBP2,Q9NSY0
NRCAM,Q92823
NRG3,P56975
NRIP2,Q9BQI9
NRIP3,Q9NQ35
NRK,Q7Z2Y5
NRM,Q8IXM6
NRN1L,Q496H8
NRSN2,Q9GZP1
NSD3,Q9BZ95
NSG1,P42857
NSG2,Q9Y328
NSMCE1,Q8WV22
NSUN2,Q08J23
NSUN3,Q9H649
NSUN4,Q96CB9
NSUN5P1,Q3KNT7
NSUN5P2,Q63ZY6
NSUN6,Q8TEA1
NSUN7,Q8NE18
NT5C2L1,Q5TFE4
NT5C3,Q9H0P0
NT5C3A,Q9H0P0
NT5DC1,Q5TFE4
NT5DC3,Q86UY8
NT5DC4,Q86YG4
NT5M,Q9NPB1
NTAN1,Q96AB6
NTAQ1,Q96HA8
NTF5,P34130
NTMT1,Q9BV86
NTMT2,Q5VVY1
NTN3,O00634
NTN5,Q8WTR8
NTSR2,O95665
NUDCD2,Q8WVJ2
NUDCD3,Q8IVD9
NUDT11,Q96G61
NUDT13,Q86X67
NUDT14,O95848
NUDT16,Q96DE0
NUDT16L1,Q9BRJ7
NUDT17,P0C025
NUDT18,Q6ZVK8
NUDT21,O43809
NUDT22,Q9BRQ3
NUDT4,Q9NZJ9
NUDT4B,A0A024RBG1
NUDT8,Q8WV74
NUDT9,Q9BW91
NUF2,Q9BZD4
NUFIP1,Q9UHK0
NUGGC,Q68CJ6
NUP210L,Q5VU65
NUP54,Q7Z3B4
NUP58,Q9BVL2
NUP62CL,Q9H1M0
NUP88,Q99567
NUPL2,O15504
NUPR2,A6NF83
NUS1,Q96E22
NUTF2,P61970
NUTM1,Q86Y26
NUTM2A,Q8IVF1
NUTM2B,A6NNL0
NUTM2D,Q5VT03
NUTM2E,B1AL46
NUTM2F,A1L443
NUTM2G,Q5VZR2
NVL,O15381
NWD1,Q149M9
NWD2,Q9ULI1
NXF1,Q9UBU9
NXF2,Q9GZY0
NXF2B,Q9GZY0
NXF3,Q9H4D5
NXF5,Q9H1B4
NXNL2,Q5VZ03
NXPE1,Q8N323
NXPE2,Q96DL1
NXPE3,Q969Y0
NXPE4,Q6UWF7
NXPH3,O95157
NYAP1,Q6ZVC0
NYNRIN,Q9P2P1
NYX,Q9GZU5
OAS1,P00973
OAZ1,P54368
OAZ2,O95190
OAZ3,Q9UMX2
OBP2B,Q9NPH6
OBSCN-AS1,Q96MR7
OCEL1,Q9H607
OCIAD1,Q9NX40
OCIAD2,Q56VL3
ODCP,Q96A70
ODF1,Q14990
ODF2L,Q9ULJ1
ODF3,Q96PU9
ODF3B,A8MYP8
ODF4,Q2M2E3
ODR4,Q5SWX8
OFCC1,Q8IZS5
OGDHL,Q9ULD0
OGFOD1,Q8N543
OGFOD2,Q6N063
OGFOD3,Q6PK18
OLFML1,Q6UWY5
OLFML2A,Q68BL7
ONECUT3,O60422
OOEP,A6NGQ2
OOSP1,A8MZH6
OOSP2,Q86WS3
OOSP3,A0A2R8YFM6
OPCML,Q14982
OPN1MW2,P0DN77
OPN1MW3,P0DN78
OPN3,Q9H1Y3
OPN5,Q6U736
OPRK1,P41145
OR10A2,Q9H208
OR10A3,P58181
OR10A4,Q9H209
OR10A6,Q8NH74
OR10A7,Q8NGE5
OR10AC1,Q8NH08
OR10AD1,Q8NGE0
OR10AG1,Q8NH19
OR10C1,Q96KK4
OR10D3,Q8NH80
OR10G2,Q8NGC3
OR10G3,Q8NGC4
OR10G4,Q8NGN3
OR10G6,Q8NH81
OR10G7,Q8NGN6
OR10G8,Q8NGN5
OR10G9,Q8NGN4
OR10H1,Q9Y4A9
OR10H2,O60403
OR10H3,O60404
OR10H4,Q8NGA5
OR10H5,Q8NGA6
OR10J3,Q5JRS4
OR10J6P,Q8NGY7
OR10K1,Q8NGX5
OR10K2,Q6IF99
OR10P1,Q8NGE3
OR10Q1,Q8NGQ4
OR10R2,Q8NGX6
OR10V1,Q8NGI7
OR10W1,Q8NGF6
OR10X1,Q8NGY0
OR10Z1,Q8NGY1
OR11A1,Q9GZK7
OR11G2,Q8NGC1
OR11H1,Q8NG94
OR11H12,B2RN74
OR11H4,Q8NGC9
OR11H6,Q8NGC7
OR11H7,Q8NGC8
OR11L1,Q8NGX0
OR12D2,P58182
OR12D3,Q9UGF7
OR13A1,Q8NGR1
OR13C3,Q8NGS6
OR13C4,Q8NGS5
OR13C5,Q8NGS8
OR13C7,P0DN81
OR13C8,Q8NGS7
OR13C9,Q8NGT0
OR13D1,Q8NGV5
OR13F1,Q8NGS4
OR13G1,Q8NGZ3
OR13H1,Q8NG92
OR13J1,Q8NGT2
OR14A16,Q8NHC5
OR14A2,Q96R54
OR14C36,Q8NHC7
OR14J1,Q9UGF5
OR14K1,Q8NGZ2
OR1A1,Q9P1Q5
OR1A2,Q9Y585
OR1B1,Q8NGR6
OR1C1,Q15619
OR1D2,P34982
OR1D4,P47884
OR1D5,P58170
OR1E2,P47887
OR1E3,Q8WZA6
OR1F12P,Q8NHA8
OR1F2P,Q96R84
OR1G1,P47890
OR1I1,O60431
OR1J1,Q8NGS3
OR1J2,Q8NGS2
OR1J4,Q8NGS1
OR1L1,Q8NH94
OR1L3,Q8NH93
OR1L4,Q8NGR5
OR1L6,Q8NGR2
OR1L8,Q8NGR8
OR1M1,Q8NGA1
OR1N1,Q8NGS0
OR1P1,Q8NH06
OR1Q1,Q15612
OR1S1,Q8NH92
OR1S2,Q8NGQ3
OR2A1,Q8NGT9
OR2A12,Q8NGT7
OR2A14,Q96R47
OR2A2,Q6IF42
OR2A25,A4D2G3
OR2A4,O95047
OR2A42,Q8NGT9
OR2A7,Q96R45
OR2AE1,Q8NHA4
OR2AG2,A6NM03
OR2AJ1,Q8NGZ0
OR2AK2,Q8NG84
OR2B2,Q9GZK3
OR2B3,O76000
OR2B6,P58173
OR2C3,Q8N628
OR2D2,Q9H210
OR2D3,Q8NGH3
OR2F1,Q13607
OR2G2,Q8NGZ5
OR2G3,Q8NGZ4
OR2G6,Q5TZ20
OR2H1,Q9GZK4
OR2H2,O95918
OR2I1,Q8NGU4
OR2J2,O76002
OR2J3,O76001
OR2K2,Q8NGT1
OR2L13,Q8N349
OR2L2,Q8NH16
OR2L3,Q8NG85
OR2L5,Q8NG80
OR2L8,Q8NGY9
OR2M2,Q96R28
OR2M3,Q8NG83
OR2M4,Q96R27
OR2M5,A3KFT3
OR2M7,Q8NG81
OR2S2,Q9NQN1
OR2T10,Q8NGZ9
OR2T11,Q8NH01
OR2T12,Q8NG77
OR2T2,Q6IF00
OR2T27,Q8NH04
OR2T29,Q8NH02
OR2T3,Q8NH03
OR2T33,Q8NG76
OR2T35,Q8NGX2
OR2T4,Q8NH00
OR2T5,Q6IEZ7
OR2T6,Q8NHC8
OR2T8,A6NH00
OR2V1,Q8NHB1
OR2V2,Q96R30
OR2W1,Q9Y3N9
OR2W3,Q7Z3T1
OR2W5P,A6NFC9
OR2W6P,Q8NHA6
OR2Y1,Q8NGV0
OR2Z1,Q8NG97
OR3A1,P47881
OR3A2,P47893
OR3A3,P47888
OR3A4,P47883
OR3A4P,P47883
OR4A15,Q8NGL6
OR4A16,Q8NH70
OR4A47,Q6IF82
OR4A5,Q8NH83
OR4B1,Q8NGF8
OR4C11,Q6IEV9
OR4C12,Q96R67
OR4C13,Q8NGP0
OR4C15,Q8NGM1
OR4C16,Q8NGL9
OR4C3,Q8NH37
OR4C45,A6NMZ5
OR4C46,A6NHA9
OR4C6,Q8NH72
OR4D1,Q15615
OR4D10,Q8NGI6
OR4D11,Q8NGI4
OR4D5,Q8NGN0
OR4D6,Q8NGJ1
OR4D9,Q8NGE8
OR4E1,P0C645
OR4E2,Q8NGC2
OR4F15,Q8NGB8
OR4F16,Q6IEY1
OR4F17,Q8NGA8
OR4F21,O95013
OR4F29,Q6IEY1
OR4F4,Q96R69
OR4F5,Q8NH21
OR4F6,Q8NGB9
OR4K1,Q8NGD4
OR4K13,Q8NH42
OR4K14,Q8NGD5
OR4K15,Q8NH41
OR4K17,Q8NGC6
OR4K2,Q8NGD2
OR4K5,Q8NGD3
OR4L1,Q8NH43
OR4M1,Q8NGD0
OR4M2,Q8NGB6
OR4N2,Q8NGD1
OR4N4,Q8N0Y3
OR4N5,Q8IXE1
OR4P4,Q8NGL7
OR4Q3,Q8NH05
OR4S1,Q8NGB4
OR4S2,Q8NH73
OR4X1,Q8NH49
OR4X2,Q8NGF9
OR51A2,Q8NGJ7
OR51A4,Q8NGJ6
OR51A7,Q8NH64
OR51B2,Q9Y5P1
OR51B4,Q9Y5P0
OR51B5,Q9H339
OR51B6,Q9H340
OR51D1,Q8NGF3
OR51E1,Q8TCB6
OR51E2,Q9H255
OR51F1,A6NGY5
OR51F2,Q8NH61
OR51G1,Q8NGK1
OR51G2,Q8NGK0
OR51H1,Q8NH63
OR51I1,Q9H343
OR51I2,Q9H344
OR51L1,Q8NGJ5
OR51M1,Q9H341
OR51Q1,Q8NH59
OR51S1,Q8NGJ8
OR51T1,Q8NGJ9
OR51V1,Q9H2C8
OR52A1,Q9UKL2
OR52A4P,A6NMU1
OR52A5,Q9H2C5
OR52B2,Q96RD2
OR52B4,Q8NGK2
OR52B6,Q8NGF0
OR52D1,Q9H346
OR52E2,Q8NGJ4
OR52E4,Q8NGH9
OR52E5,Q8NH55
OR52E6,Q96RD3
OR52E8,Q6IFG1
OR52H1,Q8NGJ2
OR52I1,Q8NGK6
OR52I2,Q8NH67
OR52J3,Q8NH60
OR52K2,Q8NGK3
OR52N1,Q8NH53
OR52N2,Q8NGI0
OR52N4,Q8NGI2
OR52N5,Q8NH56
OR52R1,Q8NGF1
OR52W1,Q6IF63
OR52Z1P,P0C646
OR56A1,Q8NGH5
OR56A3,Q8NH54
OR56A4,Q8NGH8
OR56A5,P0C7T3
OR56B1,Q8NGI3
OR56B2,Q8NGI1
OR56B4,Q8NH76
OR5A1,Q8NGJ0
OR5A2,Q8NGI9
OR5AC2,Q9NZP5
OR5AK2,Q8NH90
OR5AK3P,Q8NH89
OR5AL1,P0C617
OR5AN1,Q8NGI8
OR5AP2,Q8NGF4
OR5AR1,Q8NGP9
OR5AS1,Q8N127
OR5AU1,Q8NGC0
OR5B12,Q96R08
OR5B17,Q8NGF7
OR5B2,Q96R09
OR5B21,A6NL26
OR5B3,Q8NH48
OR5C1,Q8NGR4
OR5D13,Q8NGL4
OR5D14,Q8NGL3
OR5D16,Q8NGK9
OR5D18,Q8NGL1
OR5F1,O95221
OR5H1,A6NKK0
OR5H14,A6NHG9
OR5H15,A6NDH6
OR5H2,Q8NGV7
OR5H6,Q8NGV6
OR5I1,Q13606
OR5J2,Q8NH18
OR5K1,Q8NHB7
OR5K2,Q8NHB8
OR5K3,A6NET4
OR5K4,A6NMS3
OR5L1,Q8NGL2
OR5L2,Q8NGL0
OR5M1,Q8NGP8
OR5M10,Q6IEU7
OR5M11,Q96RB7
OR5M3,Q8NGP4
OR5M8,Q8NGP6
OR5M9,Q8NGP3
OR5P2,Q8WZ92
OR5P3,Q8WZ94
OR5T1,Q8NG75
OR5T2,Q8NGG2
OR5V1,Q9UGF6
OR5W2,Q8NH69
OR6A2,O95222
OR6B1,O95007
OR6B2,Q6IFH4
OR6B3,Q8NGW1
OR6C1,Q96RD1
OR6C2,Q9NZP2
OR6C3,Q9NZP0
OR6C6,A6NF89
OR6C65,A6NJZ3
OR6C68,A6NDL8
OR6C70,A6NIJ9
OR6C74,A6NCV1
OR6C75,A6NL08
OR6C76,A6NM76
OR6F1,Q8NGZ6
OR6J1,Q8NGC5
OR6K2,Q8NGY2
OR6K3,Q8NGY3
OR6K6,Q8NGW6
OR6M1,Q8NGM8
OR6N1,Q8NGY5
OR6N2,Q8NGY6
OR6P1,Q8NGX9
OR6Q1,Q8NGQ2
OR6S1,Q8NH40
OR6T1,Q8NGN1
OR6V1,Q8N148
OR6X1,Q8NH79
OR6Y1,Q8NGX8
OR7A10,O76100
OR7A17,O14581
OR7A2P,Q8NGA2
OR7A5,Q15622
OR7C1,O76099
OR7C2,O60412
OR7D2,Q96RA2
OR7D4,Q8NG98
OR7E24,Q6IFN5
OR7G1,Q8NGA0
OR7G2,Q8NG99
OR7G3,Q8NG95
OR8A1,Q8NGG7
OR8B12,Q8NGG6
OR8B2,Q96RD0
OR8B3,Q8NGG8
OR8B4,Q96RC9
OR8B8,Q15620
OR8D1,Q8WZ84
OR8D2,Q9GZM6
OR8D4,Q8NGM9
OR8G1,Q15617
OR8G2P,Q6IF36
OR8G5,Q8NG78
OR8H1,Q8NGG4
OR8H3,Q8N146
OR8I2,Q8N0Y5
OR8J1,Q8NGP2
OR8J3,Q8NGG0
OR8K1,Q8NGG5
OR8K3,Q8NH51
OR8K5,Q8NH50
OR8S1,Q8NH09
OR8U1,Q8NH10
OR8U3,Q8NH85
OR8U8,P0C7N1
OR8U9,P0C7N5
OR9A2,Q8NGT5
OR9A4,Q8NGU2
OR9G4,Q8NGQ1
OR9G9,P0C7N8
OR9H1,Q6UXT6
OR9I1,Q8NGQ6
OR9K2,Q8NGE7
OR9Q1,Q8NGQ5
OR9Q2,Q8NGE9
ORAI2,Q96SN7
ORAOV1,Q8WV07
ORC4,O43929
ORC5,O43913
ORMDL2,Q53FV1
OSBPL11,Q9BXB4
OSBPL1A,Q9BXW6
OSBPL6,Q9BZF3
OSCAR,Q8IYS5
OSER1,Q9NX31
OSGEPL1,Q9H4B0
OSGIN2,Q9Y236
OSR2,Q8N2R0
OSTC,Q9NRP0
OTOP2,Q7RTS6
OTOP3,Q7RTS5
OTOR,Q9NRC9
OTOS,Q8NHW6
OTP,Q5XKR4
OTUD3,Q5T2D3
OTX1,P32242
OVCA2,Q8WZ82
OVCH2,Q7RTZ1
OVOL2,Q9BRP0
OVOL3,O00110
OXCT2,Q9BYC2
OXLD1,Q5BKU9
OXNAD1,Q96HP4
OXR1,Q8N573
OXSM,Q9NWU1
OXTR,P30559
P2RX1,P51575
P2RY10,O00398
P2RY8,Q86VZ1
P3H3,Q8IVL6
P4HA1,P13674
P53,P04637
PABIR1,Q96E09
PABIR2,Q7Z309
PABIR3,Q6P4D5
PABPC1L,Q4VXU2
PABPC1L2A,Q5JQF8
PABPC1L2B,Q5JQF8
PABPC3,Q9H361
PABPC4L,P0CB38
PABPC5,Q96DU9
PABPN1L,A6NDY0
PACRGL,Q8N7B6
PACS2,Q86VP3
PADI6,Q6TGC4
PAGE1,O75459
PAGE2,Q7Z2X7
PAGE2B,Q5JRK9
PAGE3,Q5JUK9
PAGE4,O60829
PAGE5,Q96GU1
PAGR1,Q9BTK6
PAIP1,Q9H074
PAIP2,Q9BPZ3
PAIP2B,Q9ULR5
PAK6-AS1,Q8N910
PALD1,Q9ULE6
PALM,O75781
PALM3,A6NDB9
PALS2,Q9NZW5
PAM16,Q9Y3D7
PAMR1,Q6UXH9
PANK2,Q9BZ23
PANK3,Q9H999
PANO1,I0J062
PAPD4,Q6PIY7
PAPD5,Q8NDF8
PAPD7,Q5XG87
PAPLN,O95428
PAPOLA,P51003
PAPOLB,Q9NRJ5
PAPPA-AS1,Q5QFB9
PAPSS1,O43252
PAQR4,Q8N4S7
PAQR5,Q9NXK6
PAQR6,Q6TCH4
PAQR7,Q86WK9
PAQR8,Q8TEZ7
PAQR9,Q6ZVX9
PARD3B,Q8TEW8
PARD6B,Q9BYG5
PARK2,O60260
PARM1,Q6UWI2
PARP3,Q9Y6F1
PARPBP,Q9NWS1
PARS2,Q7L3T8
PASD1,Q8IV76
PATE1,Q8WXA2
PATE2,Q6UY27
PATE3,B3GLJ2
PATE4,P0C8F1
PATL2,C9JE40
